Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,SPARK-25979,13197166,Window function: allow parentheses around window reference,Gengliang.Wang,Gengliang.Wang,Minor,Resolved,Fixed,08/Nov/18 16:14,09/Nov/18 17:47
Bug,SPARK-25850,13194344,Make the split threshold for the code generated method configurable,yucai,yucai,Major,Resolved,Fixed,26/Oct/18 08:00,05/Nov/18 12:10
Bug,SPARK-25812,13193612,Flaky test: PagedTableSuite.pageNavigation,Gengliang.Wang,dongjoon,Major,Resolved,Fixed,23/Oct/18 16:27,24/Oct/18 18:13
Bug,SPARK-25813,13193656,"Unit Test ""pageNavigation"" for test suite PagedTableSuite.scala is failing for Apache Spark master branch",,pgandhi,Major,Resolved,Duplicate,23/Oct/18 19:39,23/Oct/18 19:45
Bug,SPARK-25791,13193071,Datatype of serializers in RowEncoder should be accessible,viirya,viirya,Major,Resolved,Fixed,21/Oct/18 00:53,23/Oct/18 14:03
Bug,SPARK-25388,13183920,checkEvaluation may miss incorrect nullable of DataType in the result,kiszk,kiszk,Minor,Resolved,Fixed,10/Sep/18 01:47,12/Oct/18 03:15
Bug,SPARK-25655,13189816,Add Pspark-ganglia-lgpl to the scala style check,smilegator,smilegator,Major,Resolved,Fixed,05/Oct/18 20:43,06/Oct/18 06:26
Bug,SPARK-25534,13187443,Make `SQLHelper` trait,dongjoon,dongjoon,Major,Resolved,Fixed,25/Sep/18 21:30,03/Oct/18 11:24
Bug,SPARK-25251,13181408,Make spark-csv's `quote` and `escape` options conform to RFC 4180,,Tagar,Major,Resolved,Duplicate,27/Aug/18 16:44,28/Aug/18 04:58
Bug,SPARK-24546,13165807,InsertIntoDataSourceCommand make dataframe with wrong schema,,yangz,Major,Resolved,Won't Fix,13/Jun/18 10:39,14/Jun/18 01:09
Bug,SPARK-23496,13140512,Locality of coalesced partitions can be severely skewed by the order of input partitions,ala.luszczak,ala.luszczak,Major,Resolved,Fixed,23/Feb/18 14:30,05/Mar/18 13:33
